,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
8677,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
8678,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No
8679,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
8680,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
8681,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
8682,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
8683,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes
8684,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
8685,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
8686,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8687,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No
8688,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
8689,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
8690,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
8691,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
8692,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
8693,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
8694,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
8695,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
8696,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
8697,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
8698,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes
8699,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
8700,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
8701,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes
8702,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No
8703,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
8704,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
8705,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No
8706,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
8707,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
8708,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
8709,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
8710,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
8711,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
8712,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
8713,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
8714,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
8715,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
8716,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
8717,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8718,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
8719,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No
8720,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8721,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No
8722,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
8723,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
8724,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No
8725,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
8726,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes
8727,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes
8728,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
8729,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes
8730,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
8731,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No
8732,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes
8733,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
8734,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
8735,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
8736,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes
8737,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No
8738,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No
8739,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8740,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No
8741,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8742,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
8743,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
8744,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
8745,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No
8746,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
8747,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
8748,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
8749,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
8750,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
8751,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes
8752,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes
8753,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8754,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes
8755,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8756,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No
8757,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
8758,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes
8759,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No
8760,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
8761,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
8762,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No
8763,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
8764,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
8765,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
8766,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
8767,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
8768,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
8769,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
8770,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
8771,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
8772,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes
8773,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
8774,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
8775,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes
8776,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
8777,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
8778,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
8779,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
8780,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
8781,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes
8782,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
8783,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
8784,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
8785,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
8786,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
8787,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
8788,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
8789,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No
8790,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
8791,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No
8792,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No
8793,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
8794,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
8795,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
8796,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
8797,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
8798,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
8799,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
8800,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
8801,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
8802,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
8803,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No
8804,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
8805,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No
8806,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8807,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes
8808,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
8809,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
8810,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No
8811,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
8812,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
8813,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
8814,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
8815,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
8816,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
8817,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
8818,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8819,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No
8820,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
8821,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
8822,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
8823,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
8824,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes
8825,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No
8826,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
8827,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes
8828,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
8829,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes
8830,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
8831,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
8832,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
8833,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No
8834,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
8835,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
8836,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
8837,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
8838,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8839,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
8840,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
8841,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
8842,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes
8843,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
8844,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
8845,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
8846,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes
8847,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
8848,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
8849,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
8850,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
8851,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
8852,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
8853,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
8854,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
8855,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
8856,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
8857,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No
8858,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
8859,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
8860,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No
8861,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes
8862,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
8863,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
8864,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
8865,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No
8866,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
8867,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
8868,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
8869,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No
8870,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No
8871,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
8872,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
8873,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No
8874,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
8875,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
8876,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes
8877,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
8878,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
8879,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes
8880,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
8881,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No
8882,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
8883,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
8884,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
8885,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
8886,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No
8887,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
8888,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
8889,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
8890,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
8891,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
8892,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
8893,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
8894,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
8895,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
8896,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
8897,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
8898,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No
8899,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes
8900,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
8901,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
8902,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
8903,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
8904,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
8905,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No
8906,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No
8907,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
8908,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
8909,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
8910,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
8911,No,No,No,No,Yes,No,No,No,No,No,No,No,No
8912,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
8913,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No
8914,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
8915,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
8916,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
8917,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
8918,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
8919,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
8920,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
8921,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
8922,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
8923,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No
8924,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
8925,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
8926,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
8927,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
8928,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes
8929,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
8930,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
8931,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
8932,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
8933,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
8934,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No
8935,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
8936,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
8937,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
8938,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
8939,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes
8940,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
8941,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
8942,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No
8943,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes
8944,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No
8945,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No
8946,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
8947,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
8948,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8949,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
8950,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No
8951,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
8952,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
8953,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
8954,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No
8955,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8956,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
8957,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
8958,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
8959,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
8960,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No
8961,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
8962,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
8963,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
8964,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
8965,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
8966,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes
8967,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
8968,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No
8969,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No
8970,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes
8971,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
8972,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
8973,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
8974,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
8975,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
8976,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
8977,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
8978,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
8979,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
8980,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
8981,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
8982,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
8983,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
8984,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
8985,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes
8986,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes
8987,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
8988,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
8989,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No
8990,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
8991,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
8992,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
8993,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes
8994,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No
8995,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No
8996,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
8997,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
8998,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
8999,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes
9000,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes
9001,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
9002,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
9003,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes
9004,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
9005,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
9006,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No
9007,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
9008,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
9009,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
9010,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No
9011,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
9012,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
9013,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
9014,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
9015,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
9016,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
9017,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes
9018,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
9019,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes
9020,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes
9021,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
